"medal_id","discipline_title","slug_game","event_title","event_gender","medal_type","participant_type","participant_title","athlete_url","athlete_full_name","country_name","country_code","country_3_letter_code"
10731,"Gymnastics Artistic","seoul-1988","team competition women","Women","SILVER","GameTeam","Romania team",NULL,NULL,"Romania","RO","ROU"
10732,"Gymnastics Artistic","seoul-1988","team competition women","Women","BRONZE","GameTeam","East Germany team",NULL,NULL,"German Democratic Republic (Germany)","DDDE","GDR"
10733,"Gymnastics Artistic","seoul-1988","horizontal bar men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/vladimir-artemov","Vladimir ARTEMOV","Soviet Union",NULL,"URS"
10734,"Gymnastics Artistic","seoul-1988","horizontal bar men","Men","GOLD","Athlete",NULL,NULL,"Valery Lyukin","Soviet Union",NULL,"URS"
10735,"Gymnastics Artistic","seoul-1988","horizontal bar men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/holger-behrendt","Holger BEHRENDT","German Democratic Republic (Germany)","DDDE","GDR"
10736,"Gymnastics Artistic","seoul-1988","horizontal bar men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/marius-costel-gherman","Marius Costel GHERMAN","Romania","RO","ROU"
10737,"Gymnastics Artistic","seoul-1988","uneven bars women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/daniela-silivas","Daniela SILIVAS","Romania","RO","ROU"
10738,"Gymnastics Artistic","seoul-1988","uneven bars women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/dagmar-kersten","Dagmar KERSTEN","German Democratic Republic (Germany)","DDDE","GDR"
10739,"Gymnastics Artistic","seoul-1988","uneven bars women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/elena-shushunova","Elena SHUSHUNOVA","Soviet Union",NULL,"URS"
10740,"Gymnastics Artistic","seoul-1988","pommel horse men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/lubomir-geraskov","Lubomir GERASKOV","Bulgaria","BG","BUL"
10741,"Gymnastics Artistic","seoul-1988","pommel horse men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/zsolt-borkai","Zsolt BORKAI","Hungary","HU","HUN"
10742,"Gymnastics Artistic","seoul-1988","pommel horse men","Men","GOLD","Athlete",NULL,NULL,"Dmitry Bilozerchev","Soviet Union",NULL,"URS"
10743,"Gymnastics Artistic","seoul-1988","floor exercises women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/daniela-silivas","Daniela SILIVAS","Romania","RO","ROU"
10744,"Gymnastics Artistic","seoul-1988","floor exercises women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/svetlana-boginskaya","Svetlana BOGINSKAYA","Soviet Union",NULL,"URS"
10745,"Gymnastics Artistic","seoul-1988","floor exercises women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/diana-doudeva","Diana DOUDEVA","Bulgaria","BG","BUL"
10746,"Gymnastics Artistic","seoul-1988","balance beam women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/daniela-silivas","Daniela SILIVAS","Romania","RO","ROU"
10747,"Gymnastics Artistic","seoul-1988","balance beam women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/elena-shushunova","Elena SHUSHUNOVA","Soviet Union",NULL,"URS"
10748,"Gymnastics Artistic","seoul-1988","balance beam women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/phoebe-lan-mills","Phoebe Lan MILLS","United States of America","US","USA"
10749,"Gymnastics Artistic","seoul-1988","balance beam women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/gabriela-potorac","Gabriela POTORAC","Romania","RO","ROU"
10750,"Gymnastics Artistic","seoul-1988","individual all-round men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/vladimir-artemov","Vladimir ARTEMOV","Soviet Union",NULL,"URS"
10751,"Gymnastics Artistic","seoul-1988","individual all-round men","Men","SILVER","Athlete",NULL,NULL,"Valery Lyukin","Soviet Union",NULL,"URS"
10752,"Gymnastics Artistic","seoul-1988","individual all-round men","Men","BRONZE","Athlete",NULL,NULL,"Dmitry Bilozerchev","Soviet Union",NULL,"URS"
10753,"Gymnastics Artistic","seoul-1988","team competition men","Men","GOLD","GameTeam","Soviet Union team",NULL,NULL,"Soviet Union",NULL,"URS"
10754,"Gymnastics Artistic","seoul-1988","team competition men","Men","SILVER","GameTeam","East Germany team",NULL,NULL,"German Democratic Republic (Germany)","DDDE","GDR"
10755,"Gymnastics Artistic","seoul-1988","team competition men","Men","BRONZE","GameTeam","Japan team",NULL,NULL,"Japan","JP","JPN"
10756,"Gymnastics Artistic","seoul-1988","individual all-round women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/elena-shushunova","Elena SHUSHUNOVA","Soviet Union",NULL,"URS"
10757,"Gymnastics Artistic","seoul-1988","individual all-round women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/daniela-silivas","Daniela SILIVAS","Romania","RO","ROU"
10758,"Gymnastics Artistic","seoul-1988","individual all-round women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/svetlana-boginskaya","Svetlana BOGINSKAYA","Soviet Union",NULL,"URS"
10759,"Gymnastics Artistic","seoul-1988","rings men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/holger-behrendt","Holger BEHRENDT","German Democratic Republic (Germany)","DDDE","GDR"
10760,"Gymnastics Artistic","seoul-1988","rings men","Men","GOLD","Athlete",NULL,NULL,"Dmitry Bilozerchev","Soviet Union",NULL,"URS"
10761,"Gymnastics Artistic","seoul-1988","rings men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/sven-tippelt","Sven TIPPELT","German Democratic Republic (Germany)","DDDE","GDR"
10762,"Gymnastics Artistic","seoul-1988","vault women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/svetlana-boginskaya","Svetlana BOGINSKAYA","Soviet Union",NULL,"URS"
10763,"Gymnastics Artistic","seoul-1988","vault women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/gabriela-potorac","Gabriela POTORAC","Romania","RO","ROU"
10764,"Gymnastics Artistic","seoul-1988","vault women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/daniela-silivas","Daniela SILIVAS","Romania","RO","ROU"
10765,"Gymnastics Artistic","seoul-1988","vault men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/yun-lou","Yun LOU","People's Republic of China","CN","CHN"
10766,"Gymnastics Artistic","seoul-1988","vault men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/sylvio-kroll","Sylvio KROLL","German Democratic Republic (Germany)","DDDE","GDR"
10767,"Gymnastics Artistic","seoul-1988","vault men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/jong-hoon-park","Jong-Hoon PARK","Republic of Korea","KR","KOR"
10768,"Gymnastics Artistic","seoul-1988","parallel bars men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/vladimir-artemov","Vladimir ARTEMOV","Soviet Union",NULL,"URS"
10769,"Gymnastics Artistic","seoul-1988","parallel bars men","Men","SILVER","Athlete",NULL,NULL,"Valery Lyukin","Soviet Union",NULL,"URS"
10770,"Gymnastics Artistic","seoul-1988","parallel bars men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/sven-tippelt","Sven TIPPELT","German Democratic Republic (Germany)","DDDE","GDR"
10771,"Gymnastics Artistic","seoul-1988","floor exercises men","Men","GOLD","Athlete",NULL,NULL,"Sergey Kharkov","Soviet Union",NULL,"URS"
10772,"Gymnastics Artistic","seoul-1988","floor exercises men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/vladimir-artemov","Vladimir ARTEMOV","Soviet Union",NULL,"URS"
10773,"Gymnastics Artistic","seoul-1988","floor exercises men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/yun-lou","Yun LOU","People's Republic of China","CN","CHN"
10774,"Gymnastics Artistic","seoul-1988","floor exercises men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/yukio-iketani","Yukio IKETANI","Japan","JP","JPN"
10775,"Fencing","seoul-1988","épée team men","Men","GOLD","GameTeam","France team",NULL,NULL,"France","FR","FRA"
10776,"Fencing","seoul-1988","épée team men","Men","SILVER","GameTeam","West Germany team",NULL,NULL,"Federal Republic of Germany","DE","FRG"
10777,"Fencing","seoul-1988","épée team men","Men","BRONZE","GameTeam","Soviet Union team",NULL,NULL,"Soviet Union",NULL,"URS"
10778,"Fencing","seoul-1988","foil individual men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/stefano-cerioni","Stefano CERIONI","Italy","IT","ITA"
10779,"Fencing","seoul-1988","foil individual men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/udo-wagner","Udo WAGNER","German Democratic Republic (Germany)","DDDE","GDR"
10780,"Fencing","seoul-1988","foil individual men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/aleksander-romankov","Aleksander ROMANKOV","Soviet Union",NULL,"URS"
10781,"Fencing","seoul-1988","foil team women","Women","GOLD","GameTeam","West Germany team",NULL,NULL,"Federal Republic of Germany","DE","FRG"
10782,"Fencing","seoul-1988","foil team women","Women","SILVER","GameTeam","Italy team",NULL,NULL,"Italy","IT","ITA"
10783,"Fencing","seoul-1988","foil team women","Women","BRONZE","GameTeam","Hungary team",NULL,NULL,"Hungary","HU","HUN"
10784,"Fencing","seoul-1988","foil team men","Men","GOLD","GameTeam","Soviet Union team",NULL,NULL,"Soviet Union",NULL,"URS"
10785,"Fencing","seoul-1988","foil team men","Men","SILVER","GameTeam","West Germany team",NULL,NULL,"Federal Republic of Germany","DE","FRG"
10786,"Fencing","seoul-1988","foil team men","Men","BRONZE","GameTeam","Hungary team",NULL,NULL,"Hungary","HU","HUN"
10787,"Fencing","seoul-1988","épée individual men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/arnd-rudiger-schmitt","Arnd Rüdiger SCHMITT","Federal Republic of Germany","DE","FRG"
10788,"Fencing","seoul-1988","épée individual men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/philippe-riboud","Philippe RIBOUD","France","FR","FRA"
10789,"Fencing","seoul-1988","épée individual men","Men","BRONZE","Athlete",NULL,NULL,"Andrey Shuvalov","Soviet Union",NULL,"URS"
10790,"Fencing","seoul-1988","sabre team men","Men","GOLD","GameTeam","Hungary team",NULL,NULL,"Hungary","HU","HUN"
10791,"Fencing","seoul-1988","sabre team men","Men","SILVER","GameTeam","Soviet Union team",NULL,NULL,"Soviet Union",NULL,"URS"
10792,"Fencing","seoul-1988","sabre team men","Men","BRONZE","GameTeam","Italy team",NULL,NULL,"Italy","IT","ITA"
10793,"Fencing","seoul-1988","foil individual women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/anja-fichtel-mauritz","Anja FICHTEL-MAURITZ","Federal Republic of Germany","DE","FRG"
10794,"Fencing","seoul-1988","foil individual women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/sabine-christiane-bau","Sabine Christiane BAU","Federal Republic of Germany","DE","FRG"
10795,"Fencing","seoul-1988","foil individual women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/zita-eva-funkenhauser","Zita-Eva FUNKENHAUSER","Federal Republic of Germany","DE","FRG"
10796,"Fencing","seoul-1988","sabre individual men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/jean-francois-lamour","Jean-François LAMOUR","France","FR","FRA"
10797,"Fencing","seoul-1988","sabre individual men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/janusz-olech","Janusz OLECH","Poland","PL","POL"
10798,"Fencing","seoul-1988","sabre individual men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/giovanni-scalzo","Giovanni SCALZO","Italy","IT","ITA"
10799,"Canoe Sprint","seoul-1988","C2 500m canoe double men","Men","GOLD","GameTeam","Soviet Union team",NULL,"Victor Reneischi","Soviet Union",NULL,"URS"
10800,"Canoe Sprint","seoul-1988","C2 500m canoe double men","Men","GOLD","GameTeam","Soviet Union team","https://olympics.com/en/athletes/nicolae-juravschi","Nicolae JURAVSCHI","Soviet Union",NULL,"URS"
10801,"Canoe Sprint","seoul-1988","C2 500m canoe double men","Men","SILVER","GameTeam","Poland team","https://olympics.com/en/athletes/marek-dopierala","Marek DOPIERALA","Poland","PL","POL"
10802,"Canoe Sprint","seoul-1988","C2 500m canoe double men","Men","SILVER","GameTeam","Poland team","https://olympics.com/en/athletes/marek-lbik","Marek LBIK","Poland","PL","POL"
10803,"Canoe Sprint","seoul-1988","C2 500m canoe double men","Men","BRONZE","GameTeam","France team","https://olympics.com/en/athletes/philippe-renaud","Philippe RENAUD","France","FR","FRA"
10804,"Canoe Sprint","seoul-1988","C2 500m canoe double men","Men","BRONZE","GameTeam","France team","https://olympics.com/en/athletes/joel-bettin","Joel BETTIN","France","FR","FRA"
10805,"Canoe Sprint","seoul-1988","K1 500m kayak single women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/vania-gesheva","Vania GESHEVA","Bulgaria","BG","BUL"
10806,"Canoe Sprint","seoul-1988","K1 500m kayak single women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/birgit-fischer","Birgit FISCHER","German Democratic Republic (Germany)","DDDE","GDR"
10807,"Canoe Sprint","seoul-1988","K1 500m kayak single women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/izabella-dylewska-swiatowiak","Izabella DYLEWSKA-SWIATOWIAK","Poland","PL","POL"
10808,"Canoe Sprint","seoul-1988","C1 500m canoe single men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/olaf-heukrodt","Olaf HEUKRODT","German Democratic Republic (Germany)","DDDE","GDR"
10809,"Canoe Sprint","seoul-1988","C1 500m canoe single men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/michal-sliwinski","Michal SLIWINSKI","Soviet Union",NULL,"URS"
10810,"Canoe Sprint","seoul-1988","C1 500m canoe single men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/martin-marinov","Martin MARINOV","Bulgaria","BG","BUL"
10811,"Canoe Sprint","seoul-1988","K2 1000m kayak double men","Men","GOLD","GameTeam","United States team","https://olympics.com/en/athletes/gregory-mark-barton","Gregory Mark BARTON","United States of America","US","USA"
10812,"Canoe Sprint","seoul-1988","K2 1000m kayak double men","Men","GOLD","GameTeam","United States team","https://olympics.com/en/athletes/norman-dean-bellingham","Norman Dean BELLINGHAM","United States of America","US","USA"
10813,"Canoe Sprint","seoul-1988","K2 1000m kayak double men","Men","SILVER","GameTeam","New Zealand team","https://olympics.com/en/athletes/ian-gordon-ferguson","Ian Gordon FERGUSON","New Zealand","NZ","NZL"
10814,"Canoe Sprint","seoul-1988","K2 1000m kayak double men","Men","SILVER","GameTeam","New Zealand team","https://olympics.com/en/athletes/christopher-paul-mac-donald","Christopher Paul MAC DONALD","New Zealand","NZ","NZL"
10815,"Canoe Sprint","seoul-1988","K2 1000m kayak double men","Men","BRONZE","GameTeam","Australia team","https://olympics.com/en/athletes/peter-foster","Peter FOSTER","Australia","AU","AUS"
10816,"Canoe Sprint","seoul-1988","K2 1000m kayak double men","Men","BRONZE","GameTeam","Australia team","https://olympics.com/en/athletes/kelvin-john-graham","Kelvin John GRAHAM","Australia","AU","AUS"
10817,"Canoe Sprint","seoul-1988","K2 500m kayak double men","Men","GOLD","GameTeam","New Zealand team","https://olympics.com/en/athletes/ian-gordon-ferguson","Ian Gordon FERGUSON","New Zealand","NZ","NZL"
10818,"Canoe Sprint","seoul-1988","K2 500m kayak double men","Men","GOLD","GameTeam","New Zealand team","https://olympics.com/en/athletes/christopher-paul-mac-donald","Christopher Paul MAC DONALD","New Zealand","NZ","NZL"
10819,"Canoe Sprint","seoul-1988","K2 500m kayak double men","Men","SILVER","GameTeam","Soviet Union team",NULL,"Ihor Nahaiev","Soviet Union",NULL,"URS"
10820,"Canoe Sprint","seoul-1988","K2 500m kayak double men","Men","SILVER","GameTeam","Soviet Union team","https://olympics.com/en/athletes/victor-denisov","Victor DENISOV","Soviet Union",NULL,"URS"
10821,"Canoe Sprint","seoul-1988","K2 500m kayak double men","Men","BRONZE","GameTeam","Hungary team","https://olympics.com/en/athletes/attila-abraham","Attila ABRAHAM","Hungary","HU","HUN"
10822,"Canoe Sprint","seoul-1988","K2 500m kayak double men","Men","BRONZE","GameTeam","Hungary team","https://olympics.com/en/athletes/ferenc-csipes","Ferenc CSIPES","Hungary","HU","HUN"
10823,"Canoe Sprint","seoul-1988","K2 500m kayak double women","Women","GOLD","GameTeam","East Germany team","https://olympics.com/en/athletes/birgit-fischer","Birgit FISCHER","German Democratic Republic (Germany)","DDDE","GDR"
10824,"Canoe Sprint","seoul-1988","K2 500m kayak double women","Women","GOLD","GameTeam","East Germany team","https://olympics.com/en/athletes/anke-nothnagel-von-seck","Anke NOTHNAGEL-VON SECK","German Democratic Republic (Germany)","DDDE","GDR"
10825,"Canoe Sprint","seoul-1988","K2 500m kayak double women","Women","SILVER","GameTeam","Bulgaria team","https://olympics.com/en/athletes/vania-gesheva","Vania GESHEVA","Bulgaria","BG","BUL"
10826,"Canoe Sprint","seoul-1988","K2 500m kayak double women","Women","SILVER","GameTeam","Bulgaria team","https://olympics.com/en/athletes/diana-paliiska","Diana PALIISKA","Bulgaria","BG","BUL"
10827,"Canoe Sprint","seoul-1988","K2 500m kayak double women","Women","BRONZE","GameTeam","Netherlands team","https://olympics.com/en/athletes/annemarie-derckx","Annemarie DERCKX","Netherlands","NL","NED"
10828,"Canoe Sprint","seoul-1988","K2 500m kayak double women","Women","BRONZE","GameTeam","Netherlands team","https://olympics.com/en/athletes/anna-maria-wood","Anna Maria WOOD","Netherlands","NL","NED"
10829,"Canoe Sprint","seoul-1988","K4 1000m kayak four men","Men","GOLD","GameTeam","Hungary team",NULL,NULL,"Hungary","HU","HUN"
10830,"Canoe Sprint","seoul-1988","K4 1000m kayak four men","Men","SILVER","GameTeam","Soviet Union team",NULL,NULL,"Soviet Union",NULL,"URS"
10831,"Canoe Sprint","seoul-1988","K4 1000m kayak four men","Men","BRONZE","GameTeam","East Germany team",NULL,NULL,"German Democratic Republic (Germany)","DDDE","GDR"
10832,"Canoe Sprint","seoul-1988","C2 1000m canoe double men","Men","GOLD","GameTeam","Soviet Union team",NULL,"Victor Reneischi","Soviet Union",NULL,"URS"
10833,"Canoe Sprint","seoul-1988","C2 1000m canoe double men","Men","GOLD","GameTeam","Soviet Union team","https://olympics.com/en/athletes/nicolae-juravschi","Nicolae JURAVSCHI","Soviet Union",NULL,"URS"
10834,"Canoe Sprint","seoul-1988","C2 1000m canoe double men","Men","SILVER","GameTeam","East Germany team","https://olympics.com/en/athletes/olaf-heukrodt","Olaf HEUKRODT","German Democratic Republic (Germany)","DDDE","GDR"
10835,"Canoe Sprint","seoul-1988","C2 1000m canoe double men","Men","SILVER","GameTeam","East Germany team","https://olympics.com/en/athletes/ingo-spelly","Ingo SPELLY","German Democratic Republic (Germany)","DDDE","GDR"
10836,"Canoe Sprint","seoul-1988","C2 1000m canoe double men","Men","BRONZE","GameTeam","Poland team","https://olympics.com/en/athletes/marek-dopierala","Marek DOPIERALA","Poland","PL","POL"
10837,"Canoe Sprint","seoul-1988","C2 1000m canoe double men","Men","BRONZE","GameTeam","Poland team","https://olympics.com/en/athletes/marek-lbik","Marek LBIK","Poland","PL","POL"
10838,"Canoe Sprint","seoul-1988","K1 1000m kayak single men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/gregory-mark-barton","Gregory Mark BARTON","United States of America","US","USA"
10839,"Canoe Sprint","seoul-1988","K1 1000m kayak single men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/grant-davies","Grant DAVIES","Australia","AU","AUS"
10840,"Canoe Sprint","seoul-1988","K1 1000m kayak single men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/andre-gerhard-wohllebe","Andre Gerhard WOHLLEBE","German Democratic Republic (Germany)","DDDE","GDR"
10841,"Canoe Sprint","seoul-1988","C1 1000m canoe single men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/ivans-klementyev","Ivans KLEMENTYEV","Soviet Union",NULL,"URS"
10842,"Canoe Sprint","seoul-1988","C1 1000m canoe single men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/jorg-schmidt","Jorg SCHMIDT","German Democratic Republic (Germany)","DDDE","GDR"
10843,"Canoe Sprint","seoul-1988","C1 1000m canoe single men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/nikolay-bouhalov","Nikolay BOUHALOV","Bulgaria","BG","BUL"
10844,"Canoe Sprint","seoul-1988","K4 500m kayak four women","Women","GOLD","GameTeam","East Germany team",NULL,NULL,"German Democratic Republic (Germany)","DDDE","GDR"
10845,"Canoe Sprint","seoul-1988","K4 500m kayak four women","Women","SILVER","GameTeam","Hungary team",NULL,NULL,"Hungary","HU","HUN"
10846,"Canoe Sprint","seoul-1988","K4 500m kayak four women","Women","BRONZE","GameTeam","Bulgaria team",NULL,NULL,"Bulgaria","BG","BUL"
10847,"Canoe Sprint","seoul-1988","K1 500m kayak single men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/zsolt-gyulay","Zsolt GYULAY","Hungary","HU","HUN"
10848,"Canoe Sprint","seoul-1988","K1 500m kayak single men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/andreas-stahle","Andreas STAHLE","German Democratic Republic (Germany)","DDDE","GDR"
10849,"Canoe Sprint","seoul-1988","K1 500m kayak single men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/christopher-paul-mac-donald","Christopher Paul MAC DONALD","New Zealand","NZ","NZL"
10850,"Rowing","seoul-1988","single sculls 1x women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/jutta-behrendt","Jutta BEHRENDT","German Democratic Republic (Germany)","DDDE","GDR"
10851,"Rowing","seoul-1988","single sculls 1x women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/anne-r-marden","Anne R. MARDEN","United States of America","US","USA"
10852,"Rowing","seoul-1988","single sculls 1x women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/magdalena-georgieva","Magdalena GEORGIEVA","Bulgaria","BG","BUL"
10853,"Rowing","seoul-1988","quadruple sculls without coxsw women","Women","GOLD","GameTeam","East Germany team",NULL,NULL,"German Democratic Republic (Germany)","DDDE","GDR"
10854,"Rowing","seoul-1988","quadruple sculls without coxsw women","Women","SILVER","GameTeam","Soviet Union team",NULL,NULL,"Soviet Union",NULL,"URS"
10855,"Rowing","seoul-1988","quadruple sculls without coxsw women","Women","BRONZE","GameTeam","Romania team",NULL,NULL,"Romania","RO","ROU"
10856,"Rowing","seoul-1988","eight with coxswain 8 women","Women","GOLD","GameTeam","East Germany team",NULL,NULL,"German Democratic Republic (Germany)","DDDE","GDR"
10857,"Rowing","seoul-1988","eight with coxswain 8 women","Women","SILVER","GameTeam","Romania team",NULL,NULL,"Romania","RO","ROU"
10858,"Rowing","seoul-1988","eight with coxswain 8 women","Women","BRONZE","GameTeam","People's Republic of China team",NULL,NULL,"People's Republic of China","CN","CHN"
10859,"Rowing","seoul-1988","Quadruple Sculls Men","Men","GOLD","GameTeam","Italy team",NULL,NULL,"Italy","IT","ITA"
10860,"Rowing","seoul-1988","Quadruple Sculls Men","Men","SILVER","GameTeam","Norway team",NULL,NULL,"Norway","NO","NOR"
10861,"Rowing","seoul-1988","Quadruple Sculls Men","Men","BRONZE","GameTeam","East Germany team",NULL,NULL,"German Democratic Republic (Germany)","DDDE","GDR"
10862,"Rowing","seoul-1988","double sculls 2x men","Men","GOLD","GameTeam","Netherlands team","https://olympics.com/en/athletes/ronald-florijn","Ronald FLORIJN","Netherlands","NL","NED"
10863,"Rowing","seoul-1988","double sculls 2x men","Men","GOLD","GameTeam","Netherlands team","https://olympics.com/en/athletes/nico-rienks","Nico RIENKS","Netherlands","NL","NED"
10864,"Rowing","seoul-1988","double sculls 2x men","Men","SILVER","GameTeam","Switzerland team","https://olympics.com/en/athletes/beat-schwerzmann","Beat SCHWERZMANN","Switzerland","CH","SUI"
10865,"Rowing","seoul-1988","double sculls 2x men","Men","SILVER","GameTeam","Switzerland team","https://olympics.com/en/athletes/ueli-bodenmann","Ueli BODENMANN","Switzerland","CH","SUI"
10866,"Rowing","seoul-1988","double sculls 2x men","Men","BRONZE","GameTeam","Soviet Union team","https://olympics.com/en/athletes/aleksandr-marchenko","Aleksandr MARCHENKO","Soviet Union",NULL,"URS"
10867,"Rowing","seoul-1988","double sculls 2x men","Men","BRONZE","GameTeam","Soviet Union team","https://olympics.com/en/athletes/vasili-yakusha","Vasili YAKUSHA","Soviet Union",NULL,"URS"
10868,"Rowing","seoul-1988","four without coxswain 4 men","Men","GOLD","GameTeam","East Germany team",NULL,NULL,"German Democratic Republic (Germany)","DDDE","GDR"
10869,"Rowing","seoul-1988","four without coxswain 4 men","Men","SILVER","GameTeam","United States team",NULL,NULL,"United States of America","US","USA"
10870,"Rowing","seoul-1988","four without coxswain 4 men","Men","BRONZE","GameTeam","West Germany team",NULL,NULL,"Federal Republic of Germany","DE","FRG"
10871,"Rowing","seoul-1988","pair without coxswain 2 men","Men","GOLD","GameTeam","Great Britain team","https://olympics.com/en/athletes/andrew-john-holmes","Andrew John HOLMES","Great Britain","GB","GBR"
10872,"Rowing","seoul-1988","pair without coxswain 2 men","Men","GOLD","GameTeam","Great Britain team","https://olympics.com/en/athletes/steven-redgrave","Steven REDGRAVE","Great Britain","GB","GBR"
10873,"Rowing","seoul-1988","pair without coxswain 2 men","Men","SILVER","GameTeam","Romania team","https://olympics.com/en/athletes/dragos-neagu","Dragos NEAGU","Romania","RO","ROU"
10874,"Rowing","seoul-1988","pair without coxswain 2 men","Men","SILVER","GameTeam","Romania team","https://olympics.com/en/athletes/danut-dobre","Danut DOBRE","Romania","RO","ROU"
10875,"Rowing","seoul-1988","pair without coxswain 2 men","Men","BRONZE","GameTeam","Yugoslavia team","https://olympics.com/en/athletes/bojan-preseren","Bojan PRESEREN","Yugoslavia","YUCS","YUG"
10876,"Rowing","seoul-1988","pair without coxswain 2 men","Men","BRONZE","GameTeam","Yugoslavia team","https://olympics.com/en/athletes/sadik-mujkic","Sadik MUJKIC","Yugoslavia","YUCS","YUG"
10877,"Rowing","seoul-1988","pair without coxswain 2 women","Women","GOLD","GameTeam","Romania team","https://olympics.com/en/athletes/rodica-puscatu-arba","Rodica PUSCATU-ARBA","Romania","RO","ROU"
10878,"Rowing","seoul-1988","pair without coxswain 2 women","Women","GOLD","GameTeam","Romania team","https://olympics.com/en/athletes/olga-homeghi-bularda","Olga HOMEGHI-BULARDA","Romania","RO","ROU"
10879,"Rowing","seoul-1988","pair without coxswain 2 women","Women","SILVER","GameTeam","Bulgaria team","https://olympics.com/en/athletes/radka-stoyanova","Radka STOYANOVA","Bulgaria","BG","BUL"
10880,"Rowing","seoul-1988","pair without coxswain 2 women","Women","SILVER","GameTeam","Bulgaria team","https://olympics.com/en/athletes/lalka-stoyanova-berberova","Lalka Stoyanova BERBEROVA","Bulgaria","BG","BUL"
10881,"Rowing","seoul-1988","pair without coxswain 2 women","Women","BRONZE","GameTeam","New Zealand team","https://olympics.com/en/athletes/nicola-payne","Nicola PAYNE","New Zealand","NZ","NZL"
10882,"Rowing","seoul-1988","pair without coxswain 2 women","Women","BRONZE","GameTeam","New Zealand team","https://olympics.com/en/athletes/lynley-hannen","Lynley HANNEN","New Zealand","NZ","NZL"
